6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
6.125 0.0
6.125 2.220446049250313E-16
